,id
236688,1101.1275
236753,1101.1340
236803,1101.1390
236883,1101.1470
236898,1101.1485
236922,1101.1509
236974,1101.1561
237041,1101.1628
237058,1101.1645
237133,1101.1720
237242,1101.1829
237329,1101.1916
237598,1101.2185
237659,1101.2246
237852,1101.2439
237984,1101.2571
238094,1101.2681
238121,1101.2708
238122,1101.2709
238143,1101.2730
238215,1101.2802
238363,1101.2950
238409,1101.2996
238643,1101.3230
238671,1101.3258
238778,1101.3365
238925,1101.3512
238931,1101.3518
239105,1101.3692
239180,1101.3767
239243,1101.3830
239523,1101.4110
239581,1101.4168
239648,1101.4235
239909,1101.4496
239991,1101.4578
240005,1101.4592
240218,1101.4805
240251,1101.4838
240268,1101.4855
240309,1101.4896
240310,1101.4897
240339,1101.4926
240429,1101.5016
240442,1101.5029
240444,1101.5031
240465,1101.5052
240508,1101.5095
240551,1101.5138
240772,1101.5359
241044,1101.5631
241104,1101.5691
241130,1101.5717
241141,1101.5728
241200,1101.5787
241230,1101.5817
241375,1101.5962
241405,1101.5992
241471,1101.6058
241492,1101.6079
241518,1102.0024
241562,1102.0068
241842,1102.0348
241930,1102.0436
241953,1102.0459
242144,1102.0650
242202,1102.0708
242236,1102.0742
242300,1102.0806
242380,1102.0886
242382,1102.0888
242387,1102.0893
242429,1102.0935
242477,1102.0983
242539,1102.1045
242619,1102.1125
242654,1102.1160
242761,1102.1267
242864,1102.1370
243334,1102.1840
243376,1102.1882
243386,1102.1892
243419,1102.1925
243455,1102.1961
243458,1102.1964
243514,1102.2020
243851,1102.2357
243904,1102.2410
244190,1102.2696
244239,1102.2745
244253,1102.2759
244361,1102.2867
244688,1102.3194
244918,1102.3424
244921,1102.3427
245547,1102.4053
245776,1102.4282
245949,1102.4455
245996,1102.4502
246059,1102.4565
246060,1102.4566
246240,1102.4746
246242,1102.4748
246784,1102.5290
246865,1102.5371
246907,1102.5413
246923,1102.5429
247298,1103.0030
247608,1103.0340
247691,1103.0423
247828,1103.0560
247830,1103.0562
248164,1103.0896
248221,1103.0953
248249,1103.0981
248316,1103.1048
248477,1103.1209
248616,1103.1348
248659,1103.1391
248936,1103.1668
249084,1103.1816
249132,1103.1864
249139,1103.1871
249252,1103.1984
249720,1103.2452
249750,1103.2482
249782,1103.2514
249929,1103.2661
249943,1103.2675
250050,1103.2782
250075,1103.2807
250197,1103.2929
250258,1103.2990
250269,1103.3001
250462,1103.3194
250501,1103.3233
250687,1103.3419
250738,1103.3470
251132,1103.3864
251239,1103.3971
251547,1103.4279
251612,1103.4344
251723,1103.4455
251840,1103.4572
251842,1103.4574
251918,1103.4650
252089,1103.4821
252206,1103.4938
252411,1103.5143
252602,1103.5334
252827,1103.5559
252832,1103.5564
252948,1103.5680
252967,1103.5699
252972,1103.5704
252987,1103.5719
253030,1103.5762
253219,1103.5951
253282,1103.6014
253469,1103.6201
253476,1103.6208
253482,1103.6214
253486,1103.6218
253655,1104.0101
253880,1104.0326
253898,1104.0344
254077,1104.0523
254253,1104.0699
254974,1104.1420
255139,1104.1585
255171,1104.1617
255173,1104.1619
255247,1104.1693
255540,1104.1986
255579,1104.2025
255636,1104.2082
255704,1104.2150
255979,1104.2425
256441,1104.2887
256446,1104.2892
256461,1104.2907
256468,1104.2914
256480,1104.2926
256592,1104.3038
256632,1104.3078
256722,1104.3168
256819,1104.3265
257101,1104.3547
257186,1104.3632
257227,1104.3673
257383,1104.3829
257476,1104.3922
257515,1104.3961
257952,1104.4398
258026,1104.4472
258035,1104.4481
258076,1104.4522
258144,1104.4590
258622,1104.5068
258748,1104.5194
258779,1104.5225
258808,1104.5254
258848,1104.5294
258998,1104.5444
259255,1104.5701
259390,1105.0125
259442,1105.0177
259457,1105.0192
259585,1105.0320
259645,1105.0380
259779,1105.0514
259782,1105.0517
259955,1105.0690
260243,1105.0978
260925,1105.1660
260963,1105.1698
261071,1105.1806
261504,1105.2239
261698,1105.2435
261981,1105.2720
261985,1105.2724
262019,1105.2758
262049,1105.2788
262076,1105.2815
262132,1105.2871
262240,1105.2979
262413,1105.3152
262922,1105.3661
262939,1105.3678
263495,1105.4234
263671,1105.4410
263698,1105.4437
263844,1105.4583
264021,1105.4760
264049,1105.4788
264061,1105.4800
264134,1105.4873
264420,1105.5159
264498,1105.5237
264500,1105.5239
264501,1105.5240
264599,1105.5338
264645,1105.5384
264829,1105.5568
264848,1105.5587
264922,1105.5661
264991,1105.5730
265044,1105.5783
265048,1105.5787
265074,1105.5813
265172,1105.5911
265218,1105.5957
265229,1105.5968
265256,1105.5995
265264,1105.6003
265328,1105.6067
265340,1105.6079
265396,1105.6135
265502,1105.6241
265548,1105.6287
265563,1105.6302
265843,1106.0208
266282,1106.0647
266537,1106.0902
266568,1106.0933
266610,1106.0975
266644,1106.1009
266663,1106.1028
266667,1106.1032
266832,1106.1197
267092,1106.1457
267198,1106.1563
267227,1106.1592
267304,1106.1669
267556,1106.1921
267696,1106.2061
267698,1106.2063
267722,1106.2087
267777,1106.2142
267928,1106.2293
268010,1106.2375
268131,1106.2496
268163,1106.2528
268383,1106.2748
268457,1106.2822
268524,1106.2889
268625,1106.2990
268626,1106.2991
268687,1106.3052
268738,1106.3103
268752,1106.3117
268754,1106.3119
268907,1106.3272
268995,1106.3360
269039,1106.3404
269193,1106.3558
269317,1106.3682
269479,1106.3844
269506,1106.3871
269554,1106.3919
269597,1106.3962
269605,1106.3970
269681,1106.4046
269683,1106.4048
269690,1106.4055
269885,1106.4250
270015,1106.4380
270052,1106.4417
270070,1106.4435
270130,1106.4495
270138,1106.4503
270403,1106.4768
270410,1106.4775
270417,1106.4782
270520,1106.4885
270536,1106.4901
270753,1106.5118
270758,1106.5123
270766,1106.5131
270767,1106.5132
270960,1106.5325
270962,1106.5327
271028,1106.5393
271071,1106.5436
271320,1106.5685
271579,1106.5944
271587,1106.5952
271765,1106.6130
271793,1106.6158
271842,1106.6207
271943,1106.6308
271949,1106.6314
272120,1107.0128
272129,1107.0137
272151,1107.0159
272155,1107.0163
272158,1107.0166
272211,1107.0219
272231,1107.0239
272285,1107.0293
272290,1107.0298
272322,1107.0330
272355,1107.0363
272495,1107.0503
272515,1107.0523
272545,1107.0553
272553,1107.0561
272573,1107.0581
272605,1107.0613
272744,1107.0752
272865,1107.0873
272871,1107.0879
272874,1107.0882
272909,1107.0917
273053,1107.1061
273260,1107.1268
273271,1107.1279
273484,1107.1492
273522,1107.1530
273633,1107.1641
273765,1107.1773
273798,1107.1806
273841,1107.1849
273862,1107.1870
274015,1107.2023
274058,1107.2066
274084,1107.2092
274192,1107.2200
274249,1107.2257
274320,1107.2328
274373,1107.2381
274470,1107.2478
274523,1107.2531
274633,1107.2641
274816,1107.2824
274891,1107.2899
275018,1107.3026
275076,1107.3084
275303,1107.3311
275412,1107.3420
275488,1107.3496
275708,1107.3716
275745,1107.3753
275774,1107.3782
275838,1107.3846
275840,1107.3848
275867,1107.3875
275927,1107.3935
276007,1107.4015
276080,1107.4088
276219,1107.4227
276270,1107.4278
276457,1107.4465
276501,1107.4509
276531,1107.4539
276579,1107.4587
276763,1107.4771
276781,1107.4789
276952,1107.4960
276987,1107.4995
276995,1107.5003
277055,1107.5063
277104,1107.5112
277247,1107.5255
277319,1107.5327
277510,1107.5518
277725,1107.5733
277743,1107.5751
277752,1107.5760
277826,1107.5834
278053,1108.0015
278139,1108.0101
278291,1108.0253
278404,1108.0366
278510,1108.0472
278604,1108.0566
278733,1108.0695
278740,1108.0702
278816,1108.0778
278830,1108.0792
278918,1108.0880
278949,1108.0911
279102,1108.1064
279108,1108.1070
279127,1108.1089
279172,1108.1134
279354,1108.1316
279441,1108.1403
279547,1108.1509
279620,1108.1582
279639,1108.1601
279661,1108.1623
280054,1108.2016
280082,1108.2044
280098,1108.2060
280216,1108.2178
280268,1108.2230
280708,1108.2670
280948,1108.2910
281129,1108.3091
281249,1108.3211
281295,1108.3257
281369,1108.3331
281587,1108.3549
281737,1108.3699
281811,1108.3773
281902,1108.3864
282071,1108.4033
282139,1108.4101
282193,1108.4155
282309,1108.4271
282333,1108.4295
282341,1108.4303
282495,1108.4457
282552,1108.4514
282793,1108.4755
282883,1108.4845
282899,1108.4861
282912,1108.4874
282946,1108.4908
283072,1108.5034
283102,1108.5064
283126,1108.5088
283243,1108.5205
283400,1108.5362
283611,1108.5573
283640,1108.5602
283747,1108.5709
283803,1108.5765
283912,1108.5874
283915,1108.5877
283933,1108.5895
283997,1108.5959
284007,1108.5969
284059,1108.6021
284063,1108.6025
284065,1108.6027
284077,1108.6039
284212,1108.6174
284229,1108.6191
284295,1108.6257
284311,1108.6273
284322,1108.6284
284346,1108.6308
284349,1108.6311
284399,1109.0030
284443,1109.0074
284512,1109.0143
284587,1109.0219
284598,1109.0230
284640,1109.0272
284728,1109.0360
284832,1109.0464
284893,1109.0525
284918,1109.0550
284944,1109.0576
285279,1109.0911
285302,1109.0934
285313,1109.0945
285331,1109.0963
285393,1109.1025
285426,1109.1058
285555,1109.1187
285730,1109.1362
285771,1109.1403
285806,1109.1438
285820,1109.1452
285838,1109.1470
285858,1109.1490
285895,1109.1527
285989,1109.1621
286067,1109.1699
286157,1109.1789
286163,1109.1795
286257,1109.1889
286264,1109.1896
286312,1109.1944
286371,1109.2003
286453,1109.2085
286512,1109.2144
286546,1109.2178
286573,1109.2205
286610,1109.2242
286655,1109.2287
286720,1109.2352
286745,1109.2377
286814,1109.2446
286825,1109.2457
286944,1109.2576
287149,1109.2781
287190,1109.2822
287194,1109.2826
287213,1109.2845
287285,1109.2917
287457,1109.3089
287504,1109.3136
287534,1109.3166
287678,1109.3310
287725,1109.3357
287739,1109.3371
287766,1109.3398
287785,1109.3417
287868,1109.3500
287871,1109.3503
287983,1109.3615
288059,1109.3691
288254,1109.3886
288269,1109.3901
288280,1109.3912
288336,1109.3968
288468,1109.4100
288573,1109.4205
288583,1109.4215
288595,1109.4227
288644,1109.4276
288733,1109.4365
288795,1109.4427
288800,1109.4432
288844,1109.4476
288878,1109.4510
289075,1109.4707
289086,1109.4718
289093,1109.4725
289115,1109.4747
289148,1109.4780
289187,1109.4819
289223,1109.4855
289297,1109.4929
289353,1109.4985
289396,1109.5028
289481,1109.5113
289509,1109.5141
289740,1109.5372
290011,1109.5643
290014,1109.5646
290184,1109.5816
290211,1109.5843
290313,1109.5945
290451,1109.6083
290541,1109.6173
290606,1109.6238
290614,1109.6246
290751,1109.6383
290940,1109.6572
290946,1109.6578
290950,1109.6582
290974,1109.6606
290978,1109.6610
291038,1109.6670
291057,1109.6689
291060,1109.6692
291096,1109.6728
291102,1109.6734
291112,1109.6744
291163,1109.6795
291173,1109.6805
291182,1109.6814
291195,1109.6827
291201,1109.6833
291211,1109.6843
291269,1109.6901
291295,1109.6927
291318,1110.0012
291350,1110.0044
291354,1110.0048
291372,1110.0066
291382,1110.0076
291449,1110.0143
291458,1110.0152
291459,1110.0153
291487,1110.0181
291517,1110.0211
291519,1110.0213
291588,1110.0282
291634,1110.0328
291699,1110.0393
291717,1110.0411
291741,1110.0435
292000,1110.0694
292036,1110.0730
292080,1110.0774
292165,1110.0859
292255,1110.0949
292314,1110.1008
292333,1110.1027
292361,1110.1055
292399,1110.1093
292400,1110.1094
292631,1110.1325
292691,1110.1385
292701,1110.1395
292704,1110.1398
292777,1110.1471
292810,1110.1504
292812,1110.1506
292836,1110.1530
292915,1110.1609
292916,1110.1610
292948,1110.1642
292958,1110.1652
292979,1110.1673
293048,1110.1742
293053,1110.1747
293191,1110.1885
293206,1110.1900
293211,1110.1905
293215,1110.1909
293216,1110.1910
293226,1110.1920
293241,1110.1935
293244,1110.1938
293272,1110.1966
293301,1110.1995
293306,1110.2000
293360,1110.2054
293368,1110.2062
293389,1110.2083
293398,1110.2092
293405,1110.2099
293414,1110.2108
293416,1110.2110
293422,1110.2116
293436,1110.2130
293447,1110.2141
293498,1110.2192
293524,1110.2218
293557,1110.2251
293565,1110.2259
293571,1110.2265
293572,1110.2266
293574,1110.2268
293581,1110.2275
293584,1110.2278
293605,1110.2299
293680,1110.2374
293727,1110.2421
293827,1110.2521
293858,1110.2552
293866,1110.2560
293937,1110.2631
293946,1110.2640
293988,1110.2682
293999,1110.2693
294151,1110.2845
294183,1110.2877
294260,1110.2954
294291,1110.2985
294297,1110.2991
294376,1110.3070
294480,1110.3174
294521,1110.3215
294532,1110.3226
294552,1110.3246
294555,1110.3249
294608,1110.3302
294619,1110.3313
294761,1110.3455
294783,1110.3477
294982,1110.3676
295033,1110.3727
295069,1110.3763
295077,1110.3771
295240,1110.3934
295276,1110.3970
295500,1110.4194
295571,1110.4265
295578,1110.4272
295631,1110.4325
295721,1110.4415
295814,1110.4508
295875,1110.4569
295898,1110.4592
295909,1110.4603
296057,1110.4751
296087,1110.4781
296151,1110.4845
296279,1110.4973
296322,1110.5016
296330,1110.5024
296490,1110.5184
296600,1110.5294
296655,1110.5349
296688,1110.5382
296841,1110.5535
296906,1110.5600
296953,1110.5647
297141,1110.5835
297151,1110.5845
297301,1110.5995
297311,1110.6005
297495,1110.6189
297497,1110.6191
297555,1110.6249
297767,1110.6461
297768,1110.6462
297786,1110.6480
297880,1110.6574
298056,1110.6750
298059,1110.6753
298310,1111.0074
298316,1111.0080
298339,1111.0103
298419,1111.0183
298495,1111.0259
298569,1111.0333
298634,1111.0398
298721,1111.0485
298757,1111.0521
298797,1111.0561
298820,1111.0584
298991,1111.0755
299105,1111.0869
299405,1111.1169
299507,1111.1271
299533,1111.1297
299611,1111.1375
299679,1111.1443
299781,1111.1545
299789,1111.1553
299793,1111.1557
299866,1111.1630
299871,1111.1635
300348,1111.2112
300369,1111.2133
300459,1111.2223
300492,1111.2256
300593,1111.2357
300596,1111.2360
300633,1111.2397
300664,1111.2428
300720,1111.2484
300856,1111.2620
300926,1111.2690
300954,1111.2718
300969,1111.2733
301025,1111.2789
301054,1111.2818
301076,1111.2840
301251,1111.3015
301352,1111.3116
301520,1111.3284
301582,1111.3346
301668,1111.3432
301762,1111.3526
301814,1111.3578
301872,1111.3636
301920,1111.3684
301981,1111.3745
302002,1111.3766
302009,1111.3773
302137,1111.3901
302275,1111.4039
302352,1111.4116
302385,1111.4149
302419,1111.4183
302426,1111.4190
302463,1111.4227
302565,1111.4329
302623,1111.4387
302733,1111.4497
302734,1111.4498
302764,1111.4528
303132,1111.4896
303141,1111.4905
303164,1111.4928
303267,1111.5031
303352,1111.5116
303460,1111.5224
303476,1111.5240
303478,1111.5242
303646,1111.5410
303772,1111.5536
303806,1111.5570
304155,1111.5919
304190,1111.5954
304386,1111.6150
304439,1111.6203
305065,1111.6829
305122,1111.6886
305169,1111.6933
305368,1111.7132
305526,1111.7290
305606,1112.0051
305636,1112.0081
305672,1112.0117
305705,1112.0150
305735,1112.0180
305779,1112.0224
305793,1112.0238
305797,1112.0242
305828,1112.0273
305837,1112.0282
305900,1112.0345
305924,1112.0369
306006,1112.0451
306066,1112.0511
306091,1112.0536
306145,1112.0590
306173,1112.0618
306243,1112.0688
306257,1112.0702
306396,1112.0841
306413,1112.0858
306423,1112.0868
306462,1112.0907
306493,1112.0938
306497,1112.0942
306803,1112.1248
307132,1112.1577
307146,1112.1591
307277,1112.1722
307278,1112.1723
307485,1112.1930
307618,1112.2063
307637,1112.2082
307652,1112.2097
307749,1112.2194
307836,1112.2281
308073,1112.2518
308132,1112.2577
308363,1112.2808
308439,1112.2884
308501,1112.2946
308533,1112.2978
308611,1112.3056
308738,1112.3183
308889,1112.3334
308980,1112.3425
309070,1112.3515
309135,1112.3580
309161,1112.3606
309312,1112.3757
309370,1112.3815
309387,1112.3832
309407,1112.3852
309451,1112.3896
309461,1112.3906
309647,1112.4092
309710,1112.4155
309866,1112.4311
309910,1112.4355
309913,1112.4358
309987,1112.4432
309998,1112.4443
310017,1112.4462
310147,1112.4592
310250,1112.4695
310253,1112.4698
310303,1112.4748
310383,1112.4828
310446,1112.4891
310451,1112.4896
310453,1112.4898
310655,1112.5100
310709,1112.5154
310865,1112.5310
310920,1112.5365
311139,1112.5584
311310,1112.5755
311540,1112.5985
311852,1112.6297
311908,1112.6353
311981,1112.6426
312035,1201.0048
312117,1201.0130
312274,1201.0287
312652,1201.0665
312706,1201.0719
313078,1201.1091
313235,1201.1248
313263,1201.1276
313373,1201.1386
313384,1201.1397
313506,1201.1519
313537,1201.1550
313729,1201.1742
313833,1201.1846
313876,1201.1889
314079,1201.2092
314388,1201.2401
314416,1201.2429
314608,1201.2621
314618,1201.2631
314647,1201.2660
314716,1201.2729
314724,1201.2737
314795,1201.2808
315012,1201.3025
315280,1201.3293
315489,1201.3502
315632,1201.3645
315735,1201.3748
315778,1201.3791
315836,1201.3849
316143,1201.4156
316244,1201.4257
316295,1201.4308
316389,1201.4402
316473,1201.4486
316493,1201.4506
316535,1201.4548
316563,1201.4576
316583,1201.4596
316598,1201.4611
316630,1201.4643
316646,1201.4659
316665,1201.4678
316668,1201.4681
316697,1201.4710
316704,1201.4717
316708,1201.4721
316723,1201.4736
316732,1201.4745
316735,1201.4748
316738,1201.4751
316748,1201.4761
316758,1201.4771
316759,1201.4772
316790,1201.4803
316797,1201.4810
316855,1201.4868
316867,1201.4880
316918,1201.4931
316919,1201.4932
316920,1201.4933
316939,1201.4952
316941,1201.4954
316963,1201.4976
316965,1201.4978
316970,1201.4983
316984,1201.4997
316987,1201.5000
316995,1201.5008
317004,1201.5017
317094,1201.5107
317117,1201.5130
317121,1201.5134
317135,1201.5148
317159,1201.5172
317199,1201.5212
317222,1201.5235
317243,1201.5256
317254,1201.5267
317278,1201.5291
317323,1201.5336
317346,1201.5359
317453,1201.5466
317479,1201.5492
317550,1201.5563
317564,1201.5577
317582,1201.5595
317587,1201.5600
317639,1201.5652
317664,1201.5677
317703,1201.5716
317739,1201.5752
317816,1201.5829
317831,1201.5844
317845,1201.5858
317860,1201.5873
317873,1201.5886
317876,1201.5889
317884,1201.5897
317988,1201.6001
318013,1201.6026
318134,1201.6147
318255,1201.6268
318325,1201.6338
318640,1201.6653
318652,1201.6665
318664,1201.6677
318777,1202.0103
318823,1202.0149
318832,1202.0158
318879,1202.0205
318891,1202.0217
319084,1202.0410
319327,1202.0653
319328,1202.0654
319378,1202.0704
319386,1202.0712
319401,1202.0727
319407,1202.0733
319507,1202.0833
319637,1202.0963
319674,1202.1000
319683,1202.1009
319754,1202.1080
319888,1202.1214
319914,1202.1240
319934,1202.1260
320043,1202.1369
320082,1202.1408
320088,1202.1414
320089,1202.1415
320090,1202.1416
320116,1202.1442
320161,1202.1487
320162,1202.1488
320163,1202.1489
320310,1202.1636
320399,1202.1725
320420,1202.1746
320652,1202.1978
320671,1202.1997
320722,1202.2048
320739,1202.2065
320757,1202.2083
320764,1202.2090
321315,1202.2641
321316,1202.2642
321446,1202.2772
321502,1202.2828
321750,1202.3076
321845,1202.3171
322015,1202.3341
322063,1202.3389
322120,1202.3446
322152,1202.3478
322222,1202.3548
322291,1202.3617
322324,1202.3650
322501,1202.3827
322738,1202.4064
322757,1202.4083
322869,1202.4195
323291,1202.4617
323486,1202.4812
323521,1202.4847
323566,1202.4892
323629,1202.4955
323653,1202.4979
323761,1202.5087
323946,1202.5272
324163,1202.5489
324194,1202.5520
324209,1202.5535
324245,1202.5571
324321,1202.5647
324327,1202.5653
324538,1202.5864
324687,1202.6013
324779,1202.6105
324824,1202.6150
324844,1202.6170
324870,1202.6196
324925,1202.6251
324941,1202.6267
325070,1202.6396
325156,1202.6482
325190,1202.6516
325214,1202.6540
325253,1202.6579
325303,1202.6629
325508,1203.0149
325634,1203.0275
325652,1203.0293
325778,1203.0419
325888,1203.0529
326027,1203.0668
326077,1203.0718
326101,1203.0742
326289,1203.0930
326441,1203.1082
326529,1203.1170
326661,1203.1302
326662,1203.1303
326901,1203.1542
327028,1203.1669
327524,1203.2165
328206,1203.2847
328459,1203.3100
328520,1203.3161
328531,1203.3172
328758,1203.3399
328817,1203.3458
328908,1203.3549
328951,1203.3592
329000,1203.3641
329021,1203.3662
329133,1203.3774
329141,1203.3782
329163,1203.3804
329253,1203.3894
329335,1203.3976
329389,1203.4030
329410,1203.4051
329440,1203.4081
329530,1203.4171
329570,1203.4211
329802,1203.4443
329854,1203.4495
329965,1203.4606
330374,1203.5015
330670,1203.5311
330720,1203.5361
330769,1203.5410
330779,1203.5420
331114,1203.5755
331122,1203.5763
331174,1203.5815
331224,1203.5865
331393,1203.6034
331465,1203.6106
331552,1203.6193
331591,1203.6232
331646,1203.6287
331768,1203.6409
331939,1203.6580
332006,1203.6647
332159,1203.6800
332161,1203.6802
332169,1203.6810
332304,1204.0042
332341,1204.0079
332798,1204.0536
332888,1204.0626
332958,1204.0696
332997,1204.0735
333083,1204.0821
333181,1204.0919
333214,1204.0952
333350,1204.1088
333499,1204.1237
333520,1204.1258
333527,1204.1265
333673,1204.1411
333724,1204.1462
333882,1204.1620
333905,1204.1643
333910,1204.1648
334420,1204.2158
334594,1204.2332
334602,1204.2340
334611,1204.2349
334668,1204.2406
334750,1204.2488
335022,1204.2760
335069,1204.2807
335075,1204.2813
335082,1204.2820
335114,1204.2852
335432,1204.3170
335522,1204.3260
335712,1204.3450
336036,1204.3774
336114,1204.3852
336195,1204.3933
336467,1204.4205
336543,1204.4281
336758,1204.4496
336908,1204.4646
337010,1204.4748
337026,1204.4764
337503,1204.5241
337603,1204.5341
337900,1204.5638
337905,1204.5643
337937,1204.5675
337951,1204.5689
337985,1204.5723
338217,1204.5955
338823,1204.6561
338982,1204.6720
338998,1204.6736
339273,1205.0272
339355,1205.0354
339423,1205.0422
339595,1205.0594
339702,1205.0701
339726,1205.0725
339898,1205.0897
339919,1205.0918
339935,1205.0934
339976,1205.0975
340017,1205.1016
340037,1205.1036
340353,1205.1352
340377,1205.1376
340758,1205.1757
340813,1205.1812
341068,1205.2067
341176,1205.2175
341202,1205.2201
341210,1205.2209
341229,1205.2228
341449,1205.2448
341485,1205.2484
341496,1205.2495
341532,1205.2531
341561,1205.2560
341589,1205.2588
341787,1205.2786
341908,1205.2907
342131,1205.3130
342143,1205.3142
342242,1205.3241
342250,1205.3249
342412,1205.3411
342423,1205.3422
342453,1205.3452
342506,1205.3505
342713,1205.3712
342715,1205.3714
342772,1205.3771
342824,1205.3823
342825,1205.3824
342886,1205.3885
342900,1205.3899
342909,1205.3908
342931,1205.3930
342934,1205.3933
342964,1205.3963
343054,1205.4053
343106,1205.4105
343154,1205.4153
343285,1205.4284
343471,1205.4470
343502,1205.4501
343528,1205.4527
343579,1205.4578
343630,1205.4629
343837,1205.4836
343932,1205.4931
344071,1205.5070
344104,1205.5103
344122,1205.5121
344123,1205.5122
344170,1205.5169
344180,1205.5179
344372,1205.5371
344390,1205.5389
344443,1205.5442
344679,1205.5678
344737,1205.5736
344765,1205.5764
344881,1205.5880
344958,1205.5957
345154,1205.6153
345246,1205.6245
345352,1205.6351
345539,1205.6538
345567,1205.6566
345580,1205.6579
345616,1205.6615
345686,1205.6685
345745,1205.6744
346158,1206.0065
346350,1206.0257
346421,1206.0328
346526,1206.0433
346738,1206.0645
346752,1206.0659
346780,1206.0687
346846,1206.0753
346849,1206.0756
346968,1206.0875
347253,1206.1160
347267,1206.1174
347712,1206.1619
347818,1206.1725
347853,1206.1760
347942,1206.1849
348002,1206.1909
348101,1206.2008
348228,1206.2135
348274,1206.2181
348307,1206.2214
348363,1206.2270
348536,1206.2443
348554,1206.2461
348636,1206.2543
348691,1206.2598
348887,1206.2794
348933,1206.2840
349060,1206.2967
349072,1206.2979
349166,1206.3073
349215,1206.3122
349281,1206.3188
349291,1206.3198
349578,1206.3485
349618,1206.3525
350014,1206.3921
350042,1206.3949
350048,1206.3955
350439,1206.4346
350853,1206.4760
351156,1206.5063
351180,1206.5087
351253,1206.5160
351462,1206.5369
351512,1206.5419
351688,1206.5595
351756,1206.5663
351776,1206.5683
351789,1206.5696
352041,1206.5948
352064,1206.5971
352167,1206.6074
352185,1206.6092
352419,1206.6326
352758,1206.6665
352849,1206.6756
352854,1206.6761
353100,1206.7007
353117,1206.7024
353279,1207.0065
353320,1207.0106
353424,1207.0210
353437,1207.0223
353514,1207.0300
353533,1207.0319
353578,1207.0364
353636,1207.0422
353663,1207.0449
353841,1207.0627
353912,1207.0698
354039,1207.0825
354092,1207.0878
354163,1207.0949
354255,1207.1041
354283,1207.1069
354290,1207.1076
354344,1207.1130
354385,1207.1171
354917,1207.1703
354918,1207.1704
354921,1207.1707
354925,1207.1711
354983,1207.1769
355012,1207.1798
355112,1207.1898
355236,1207.2022
355498,1207.2284
355606,1207.2392
355623,1207.2409
355734,1207.2520
355865,1207.2651
355880,1207.2666
355904,1207.2690
355971,1207.2757
356063,1207.2849
356079,1207.2865
357187,1207.3973
357515,1207.4301
357537,1207.4323
357541,1207.4327
357559,1207.4345
357797,1207.4583
357853,1207.4639
357900,1207.4686
357938,1207.4724
357994,1207.4780
358078,1207.4864
358230,1207.5016
358554,1207.5340
358620,1207.5406
358825,1207.5611
358858,1207.5644
358860,1207.5646
358903,1207.5689
358986,1207.5772
359033,1207.5819
359046,1207.5832
359205,1207.5991
359207,1207.5993
359230,1207.6016
359293,1207.6079
359458,1207.6244
359482,1207.6268
359600,1207.6386
359625,1207.6411
359650,1207.6436
359845,1207.6631
359941,1207.6727
359942,1207.6728
359972,1207.6758
360129,1207.6915
360352,1207.7138
360428,1207.7214
360449,1207.7235
360894,1208.0322
360895,1208.0323
360948,1208.0376
361046,1208.0474
361059,1208.0487
361135,1208.0563
361144,1208.0572
361225,1208.0653
361310,1208.0738
361472,1208.0900
361521,1208.0949
361528,1208.0956
361529,1208.0957
361622,1208.1050
361742,1208.1170
361825,1208.1253
361854,1208.1282
361962,1208.1390
361964,1208.1392
362019,1208.1447
362033,1208.1461
362413,1208.1841
362429,1208.1857
362520,1208.1948
362892,1208.2320
363089,1208.2517
363162,1208.2590
363201,1208.2629
363234,1208.2662
363243,1208.2671
363307,1208.2735
363452,1208.2880
363456,1208.2884
363457,1208.2885
363462,1208.2890
363471,1208.2899
363487,1208.2915
363503,1208.2931
363653,1208.3081
363658,1208.3086
363716,1208.3144
364049,1208.3477
364165,1208.3593
364282,1208.3710
364293,1208.3721
364486,1208.3914
364559,1208.3987
364864,1208.4292
364877,1208.4305
365040,1208.4468
365160,1208.4588
365250,1208.4678
365260,1208.4688
365377,1208.4805
365431,1208.4859
365540,1208.4968
365552,1208.4980
366030,1208.5458
366186,1208.5614
366292,1208.5720
366385,1208.5813
366480,1208.5908
366700,1208.6128
366710,1208.6138
366828,1208.6256
366926,1208.6354
367008,1208.6436
367017,1208.6445
367038,1208.6466
367096,1208.6524
367114,1208.6542
367139,1208.6567
367142,1208.6570
367249,1209.0085
367286,1209.0122
367302,1209.0138
367336,1209.0172
367446,1209.0282
367477,1209.0313
367508,1209.0344
367546,1209.0382
367561,1209.0397
367635,1209.0471
367754,1209.0590
367880,1209.0716
367917,1209.0753
368025,1209.0861
368050,1209.0886
368226,1209.1062
368304,1209.1140
368307,1209.1143
368372,1209.1208
368750,1209.1586
368755,1209.1591
368830,1209.1666
368906,1209.1742
368969,1209.1805
369085,1209.1921
369266,1209.2102
369483,1209.2319
369557,1209.2393
369699,1209.2535
369830,1209.2666
369898,1209.2734
369964,1209.2800
370014,1209.2850
370086,1209.2922
370199,1209.3035
370316,1209.3152
370590,1209.3426
370653,1209.3489
370971,1209.3807
371048,1209.3884
371060,1209.3896
371101,1209.3937
371139,1209.3975
371193,1209.4029
371282,1209.4118
371326,1209.4162
371350,1209.4186
371448,1209.4284
371528,1209.4364
371556,1209.4392
371561,1209.4397
371610,1209.4446
371697,1209.4533
371741,1209.4577
371775,1209.4611
371789,1209.4625
371977,1209.4813
372103,1209.4939
372127,1209.4963
372796,1209.5632
